progname,Hours
gatk,416348
bedtools,416309
bwa,416073
imagej,416003
xdsgui,415984
java,415747
openmpi,415716
python,415396
bedtools,415266
java,414842
perl,414698
ccpem,414538
vmd,414506
cryolo,414355
chimerax,413895
bedtools,413788
bedtools,413700
jalview,413481
pymol_schrodinger,413398
gatk,412931
jalview,412916
adxv,412584
bedtools,412491
bedtools,412368
grace,412020
eman2,411981
pytorch,411849
java,411397
fiji,411373
nmrfam-sparky,411336
peet,411206
cinderella,410423
xterm,410330
tomotwin,409988
python,409579
perl,409381
chimerax,409086
r,408625
atsas,408564
openmpi,408398
nmrfam-sparky,408357
vmd,408039
openmpi,407813
alphafold,407766
nedit,407742
delly,407422
perl,407329
fiji,406894
perl,406668
eman2,406397
cryolo,406365
openmpi,406219
openmpi,405770
topaz,405617
bedtools,405080
xdsgui,405027
topaz,404517
r,404369
vmd,404340
perl,404070
nmrpipe,403835
topaz,403656
chimera,403484
r,403143
peet,403073
alphafold,402031
nmrfam-sparky,401943
namd,401655
htslib,401172
nmrpipe,400920
vmd,400735
peet,400611
nedit,400577
perl,399633
chimerax,399306
vmd,399156
java,399055
popscle,398998
eman2,398930
chimerax,398851
adxv,398695
vmd,398616
coot,397521
r,397427
python,397255
alphafold,396877
nedit,396254
eman2,396189
buster,395837
java,395739
cryodrgn,395131
alphafold,395129
python,395053
perl,395020
namd,394173
plink2,394167
chimera,393995
openmpi,393926
cooler,393890
nedit,393649
r,393348
xds,393236
eman2,393143
cistem,393072
cistem,393072
schrodinger,393072
schrodinger,393046
aline,392860
python,392613
adxv,392464
java,392342
samtools,392311
vmd,392034
r,391940
gatk,391897
python,391827
schrodinger,391678
nedit,391542
xdsgui,391190
openmpi,390965
geneious,390953
r,390811
nmrfam-sparky,390665
python,390474
phenix,390044
gromacs,390000
openmpi,389695
python,389620
coot,389578
r,389486
topaz,389253
python,388810
ccp4,388629
popscle,387654
python,387571
jalview,387412
python,386695
samtools,385936
python,385919
eman2,385858
star,385582
java,385418
pytorch,385332
samtools,385302
perl,385267
gatk,385064
autodock,384974
schrodinger,384909
schrodinger,384909
hkl,384637
r,384605
beast,384002
xds,383868
openmpi,383789
prody,383510
java,383481
bwa,383029
alphafold,382779
nmrfam-sparky,382303
schrodinger,382249
nmrfam-sparky,382089
gatk,381767
vmd,381647
nmrfam-sparky,381438
python,380904
nmrfam-sparky,380312
bowtie2,380236
python,380213
bcftools,380023
hkl,379949
r,379897
samtools,379882
adxv,379795
rosetta,379768
cryolo,379755
pytorch,379676
nmrfam-sparky,379164
python,378894
ccpem,378797
chimerax,378795
nedit,378778
perl,378704
ccpem,378529
samtools,378188
samtools,378132
cryodrgn,377902
samtools,377708
vmd,377555
cryolo,377367
python,377218
python,376648
nmrfam-sparky,376548
peet,376468
nmrfam-sparky,376227
schrodinger,376224
cryolo,376205
perl,375919
bedtools,375751
vmd,375447
cryolo,375385
hkl,375328
cistem,375256
dynamo,374447
nmrpipe,374241
bwa,373992
imod,373904
r,373747
nmrfam-sparky,373621
openmpi,373565
openmpi,373436
python,373330
ccpem,373187
cistem,373149
schrodinger,373116
schrodinger,372666
openmpi,372444
bedtools,372364
bwa,372321
python,371989
vmd,371656
topaz,371627
cistem,371605
dino,371393
pymol,371373
coot,371335
chimerax,371102
alphafold,371084
bowtie2,371026
bedtools,370968
python,370919
nmrfam-sparky,370852
java,370730
rosetta,370709
grace,370695
xdsgui,370558
python,370526
samtools,370200
java,370147
schrodinger,370039
ccpem,369131
chimera,368962
cryodrgn,368948
cryolo,368789
openmpi,368718
alphafold,368485
pymol,368471
r,367896
bsoft,367892
nmrfam-sparky,367744
python,367737
alphafold,367669
hkl,367529
python,367504
r,367223
eman2,367197
nmrfam-sparky,366907
r,366898
cistem,366724
nedit,366512
openmpi,366491
python,366329
samtools,366028
python,365844
bcftools,365739
pytorch,365502
freesurfer,365483
cistem,365278
isonet,365148
topaz,365115
cistem,364941
nmrpipe,364872
geneious,364366
alphafold,364188
schrodinger,363931
pytom,363519
hkl,363046
gatk,362933
gromacs,362920
chimerax,362788
topaz,362725
cistem,362535
hkl,362286
hmmer,362082
eman2,361981
openmpi,361973
alphafold,361767
samtools,361318
coot,360988
xdsgui,360901
python,360841
mgltools,360804
coot,360800
ccpnmr,360641
python,360595
openmpi,359585
alphafold,359501
samtools,359473
topaz,359465
tcltk,359462
perl,359392
picard,359384
jalview,359075
pymol_schrodinger,358887
perl,358817
chimerax,358531
scipion,358451
eman2,358336
perl,358239
ccpnmr,358110
adxv,357957
eman2,357556
python,357534
pymol,357420
cistem,357406
schrodinger,357391
python,357357
samtools,357247
nedit,356992
python,356841
pymol,356820
geneious,356698
xterm,356565
rstudio,356513
mrtrix3,356494
gromacs,356345
vmd,356222
adxv,356174
nedit,356132
atsas,356076
schrodinger,356025
coot,355942
scipion,355441
python,355370
pytorch,355196
openmpi,355172
gatk,354960
openmpi,354894
eman2,354884
bcftools,354860
ccpem,354737
vcftools,354671
hkl,354381
ccpem,354335
schrodinger,354254
bwa,354131
bwa,354009
alphafold,353895
scipion,353837
chimera,353780
bcftools,353692
bowtie2,353549
cistem,353377
hkl,353265
nmrfam-sparky,353154
ccpem,352907
bowtie2,352883
java,352785
prody,352691
hkl,352478
grace,352168
grace,352168
buster,351980
peet,351768
namd,351605
eman2,351349
nedit,351129
hkl,351030
nedit,350594
nmrfam-sparky,350507
cistem,350478
chimera,350320
nmrfam-sparky,350109
emboss,350088
java,350001
alphafold,349994
dino,349980
python,349607
isonet,349549
cistem,349143
dino,349063
openmpi,348956
nmrfam-sparky,348892
python,348754
imosflm,348741
geneious,348680
r,348491
java,348269
vmd,348177
topaz,348035
pymol_schrodinger,347923
python,347727
eman2,347647
gatk,347428
bcftools,347415
emboss,347141
nmrpipe,347067
hisat2,346672
alphafold,346494
chimerax,346317
alphafold,346282
nmrpipe,346280
openmpi,346182
nedit,346097
hkl2map,345947
peet,345927
geneious,345495
r,345290
nmrviewj,345148
jupyter,345016
jupyter,344983
bcftools,344920
openmpi,344814
java,344484
nmrfam-sparky,344197
molmol,344085
python,343952
openmpi,343888
hkl,343817
geneious,343746
nmrpipe,343521
perl,343510
samtools,343449
openmpi,343305
xdsgui,343276
cistem,342896
xdsgui,342197
eman2,342139
eman2,342077
pymol_schrodinger,342035
openmpi,341981
chimerax,341919
bwa,341862
r,341817
vmd,341768
bedtools,341653
ligplus,341624
peet,341559
scipion,341548
vmd,341503
scipion,341436
bcftools,341327
cryolo,341042
openmpi,340910
bedtools,340736
nedit,340683
mgltools,340673
samtools,340550
nedit,340539
nmrview,340276
hisat2,340218
perl,340210
nedit,340196
cistem,340181
r,340159
bedtools,340084
eman2,340051
imod,339993
perl,339939
nedit,339915
topaz,339774
resmap,339772
r,339692
star,339602
fiji,339462
openmpi,339446
geneious,339424
alphafold,339360
imosflm,339302
samtools,339239
openmpi,338907
java,338891
vmd,338839
pymol,338675
perl,338632
pymol_schrodinger,338377
alphafold,338329
pytorch,338328
nmrviewj,338250
bowtie2,338228
alphafold,338092
nedit,338027
scipion,337839
topaz-filament,337809
nedit,337728
perl,337711
schrodinger,337187
jupyter,337037
xdsgui,337025
pytorch,337014
alphafold,336939
samtools,336818
chimerax,336417
cryolo,336308
hkl,336202
bedtools,336153
ccpem,335912
scipion,335896
python,335847
bwa,335707
ccpem,335690
samtools,335663
nedit,335583
python,335533
phenix,335443
geneious,335418
relionbbr,335302
chimera,335197
pigz,335148
nedit,334764
cistem,334687
bedtools,334650
bcftools,334646
bowtie2,334551
geneious,334512
mrtrix3,334124
python,333943
cistem,333852
imodfit,333747
python,333605
xv,333596
python,333589
nmrpipe,333462
bedtools,333421
bowtie2,333331
ligplus,333246
openmpi,333167
cryodrgn,333161
mrtrix3,332860
ccpem,332769
fiji,332610
rstudio,332461
openmpi,332169
delly,331805
nmrfam-sparky,331624
nmrpipe,331440
vcftools,331421
chimerax,331195
peet,331175
peet,331159
cryolo,331130
openmpi,330943
ctffind4,330882
plink2,330878
java,330817
samtools,330591
phenix,330558
cistem,330546
cryolo,330516
scipion,330392
openmpi,330298
bwa,330269
gatk,329977
alphafold,329946
java,329865
xterm,329699
simple,329620
rstudio,329445
mrtrix3,329176
openmpi,329148
chimera,328914
adxv,328846
bwa,328577
chimerax,328571
alphafold,328502
bwa,328461
cryolo,328384
schrodinger,328018
bcftools,327975
openmpi,327959
hkl,327714
python,327416
alphafold,327398
samviewer,327231
cistem,327215
htslib,327054
pymol_schrodinger,327026
r,326975
topaz,326952
python,326942
nmrview,326908
jalview,326877
pymol,326772
python,326768
samtools,326655
java,326653
schrodinger,326626
alphafold,326111
openmpi,325844
samtools,325806
schrodinger,325586
scipion,325560
perl,325408
namd,325367
alphafold,324789
openmpi,324602
alphafold,324247
nmrpipe,324170
python,324127
java,323916
ccpem,323814
nedit,323793
alphafold,323677
vmd,323548
umi_tools,323228
eman2,323203
mrtrix3,323112
emboss,323063
saxsview,322888
rosetta,322842
isonet,322682
eman,322661
java,322574
coot,322462
eman2,322161
bowtie2,322147
openmpi,322123
python,322081
perl,321627
scipion,321443
rseqc,321437
nmrfam-sparky,321047
ccpem,320834
vmd,320740
bwa,320720
simple,320654
chimerax,320592
emacs,320518
nmrfam-sparky,320305
topaz-filament,319900
scipion,319591
cistem,319429
samtools,319269
alphafold,319193
ccpem,319146
perl,318978
emboss,318951
emboss,318951
bwa,318903
peet,318873
openmpi,318783
openmpi,318204
vcftools,318020
topaz,317741
bowtie2,317733
vmd,317627
bcftools,317565
cryolo,317561
python,317408
schrodinger,317335
pymol_schrodinger,317318
peet,317183
rseqc,317019
python,316996
buster,316830
bedtools,316658
openmpi,316639
r,316622
alphafold,316405
bwa,316304
cistem,316203
perl,316190
imagej,315992
mrtrix3,315871
gromacs,315662
r,315311
exabayes,315137
topaz,315079
cistem,314873
autodock,314771
vmd,314627
python,314277
emboss,314208
delly,314118
plink2,313850
hkl,313739
vmd,313455
openmpi,313429
phenix,313418
eman2,313243
ccpem,313240
rosetta,312804
bsoft,312674
nmrfam-sparky,312646
java,312580
topaz,312287
eman2,311863
openmpi,311771
cryolo,311731
r,311357
fiji,311097
eman2,311005
perl,310951
python,310938
topaz,310689
cistem,310631
alphafold,310497
openmpi,309851
openmpi,309851
bowtie2,309850
autoproc,309631
cooler,309536
bwa,309386
chimerax,309345
r,309077
isonet,309041
alphafold,308910
eman2,308727
peet,308464
alphafold,308223
openmpi,308088
samtools,308078
sratoolkit,307997
samtools,307891
cistem,307809
ctffind4,307713
openmpi,307613
python,307606
samtools,307550
openmpi,307176
emboss,307068
cactus,306984
topaz,306797
topaz,306797
alphafold,306742
nmrfam-sparky,306342
r,305782
cryolo,305705
pairtools,305705
isonet,305684
xdsgui,305387
vmd,304963
chimerax,304960
bwa,304376
gatk,304262
nmrfam-sparky,303963
cryodrgn,303935
rosetta,303717
adxv,303710
schrodinger,303606
nedit,303514
star,302857
java,302655
nmrfam-sparky,302404
bwa,302381
bsoft,302341
vmd,302322
ctffind4,302305
nedit,302276
cryolo,302170
alphafold,301724
cooler,301482
openmpi,301467
nedit,301458
java,301443
phenix,301373
samtools,301362
samtools,301357
xdsgui,301206
jupyter,301203
nmrpipe,301119
python,301061
python,300956
samtools,300751
topaz,300682
nedit,300596
samtools,300477
samtools,300399
relionbbr,300267
schrodinger,299757
python,299446
bwa,299380
python,299348
nedit,299306
nedit,299258
nmrfam-sparky,299181
nmrfam-sparky,299181
openmpi,299087
nedit,298563
cryolo,298500
topaz,298395
nmrfam-sparky,298030
bcftools,298030
bowtie2,298008
peet,297986
pyrosetta,297930
vmd,297728
vmd,297505
imp,297205
openmpi,297131
bcftools,296979
python,296821
nmrfam-sparky,296793
imagemagick,296775
bowtie2,296641
perl,296559
bcftools,296551
bwa,296513
adxv,296346
r,296320
xdsgui,296105
xds,296023
java,295877
samtools,295299
colabfold,295248
dino,295224
r,295139
bwa,294729
alphafold,294499
chimerax,294391
esmfold,294203
esmfold,294203
cistem,293994
python,293858
eman2,293846
java,293730
cryodrgn,293646
gromacs,293467
python,293429
r,293267
xds,292938
chimerax,292815
emboss,292405
bcftools,291866
isonet,291805
bedtools,291571
openmpi,291385
cistem,291323
alphafold,291286
cistem,291280
python,291147
python,290609
xdsgui,290535
peet,290517
eman2,290479
namd,290420
nmrpipe,290326
openmpi,290226
r,290198
pymol,290040
bowtie2,289867
openmpi,289726
rseqc,289436
alphafold,289277
cistem,289169
samtools,289148
aria2,288638
schrodinger,288621
bwa,288598
openmpi,288596
samtools,288584
freesurfer,288563
resmap,288513
openmpi,288245
openmpi,287848
bwa,287681
nmrview,287587
eman2,287340
orca,287302
openmpi,287231
eman2,287030
hmmer,287022
hkl,286965
vmd,286887
eman2,286467
alphafold,286344
fiji,286276
nmrfam-sparky,285976
nedit,285780
nmrfam-sparky,285738
coot,285689
eman2,285510
vmd,285472
pytorch,285429
chimera,285425
vmd,285340
bedtools,285318
eman2,285072
ccpnmr,285039
pymol,284796
namd,284472
cistem,284325
coot,284232
alphafold,284110
python,283986
topaz,283910
samtools,283805
scipion,283690
peet,283607
pymol,283488
colabfold,283418
perl,283111
popscle,282964
schrodinger,282845
samtools,282840
python,282768
geneious,282649
r,282527
nedit,282413
topaz,282216
java,282074
nmrpipe,281999
openmpi,281877
star,281816
nmrfam-sparky,281713
java,281654
samtools,281559
bcftools,281528
bcftools,281528
bsoft,281518
fiji,281368
mrtrix3,281354
openmpi,281337
samtools,281113
ccpem,281080
bwa,281033
eman2,280962
chimera,280906
schrodinger,280813
perl,280800
bowtie2,280670
eman2,280370
scipion,280289
atsas,280261
vmd,280182
java,280060
bowtie2,280057
cryolo,280009
vmd,279969
schrodinger,279903
cistem,279795
jupyterlab,279442
java,279428
picard,279226
schrodinger,279007
cryolo,278905
bedtools,278637
openmpi,278539
nmrviewj,278507
alphafold,278437
cryolo,278431
star,278354
gatk,278335
openmpi,278280
perl,278141
hmmer,278107
vmd,277995
schrodinger,277961
topaz,277789
ccpem,277745
eman2,277698
cryodrgn,277540
python,277453
cryodrgn,277444
gromacs,277208
java,276900
xds,276869
vmd,276854
openmpi,276676
samtools,276597
java,276572
freesurfer,276539
openmpi,276285
perl,276235
star,276154
fiji,276150
cryolo,276134
alphafold,276100
bcftools,276087
hkl,275816
python,275776
topaz,275688
openmpi,275626
xds,275513
phenix,275282
adxv,275015
python,274934
buster,274776
alphafold,274497
r,274474
schrodinger,274409
perl,274387
python,274307
topaz,274292
python,274150
topaz,273858
saxsview,273649
nmrfam-sparky,273638
vmd,272935
scipion,272926
nedit,272913
scipion,272692
qushape,272677
bedtools,272631
perl,272525
scipion,272420
samtools,272325
openmpi,272288
python,272283
r,272076
coot,272020
cryolo,272007
eman2,271981
fiji,271942
fiji,271938
xdsgui,271633
xdsgui,271574
samtools,271536
xdsgui,271405
hkl,271030
chimera,270998
bwa,270843
phenix,270744
python,270712
picard,270711
robex,270548
eman2,270449
topaz,270192
schrodinger,270167
simple,269935
python,269933
hkl,269863
nmrpipe,269726
openmpi,269651
chimerax,269593
gatk,269471
coot,269021
openmpi,268847
bedtools,268847
geneious,268832
perl,268804
openmpi,268776
adxv,268732
python,268646
samtools,268632
star,268616
perl,268367
adxv,268353
nedit,268348
dynamo,268311
xds,268290
dino,268124
ccpem,267987
raw,267954
chimera,267894
rosetta,267894
vmd,267827
xdsgui,267676
ccpem,267657
topaz,267601
nmrfam-sparky,267560
hkl,267383
openmpi,267348
alphafold,267177
chimera,266988
